product_key,product_name,category,subcategory,brand,unit_cost,list_price
311,Aurora Essential Camping 16,Sports & Outdoors,Camping,Aurora,135.32,263.09
312,Meridian Deluxe Camping 17,Sports & Outdoors,Camping,Meridian,64.0,140.29
313,Basecamp Signature Camping 18,Sports & Outdoors,Camping,Basecamp,140.72,352.95
314,Aurora Classic Cycling 1,Sports & Outdoors,Cycling,Aurora,31.7,82.06
315,Crestline Essential Cycling 2,Sports & Outdoors,Cycling,Crestline,51.89,137.98
316,Trailhead Deluxe Cycling 3,Sports & Outdoors,Cycling,Trailhead,76.9,149.56
317,Vantage Essential Cycling 4,Sports & Outdoors,Cycling,Vantage,64.75,115.09
318,Crestline Deluxe Cycling 5,Sports & Outdoors,Cycling,Crestline,96.74,202.52
319,Pinnacle Compact Cycling 6,Sports & Outdoors,Cycling,Pinnacle,177.26,299.15
320,Pinnacle Everyday Cycling 7,Sports & Outdoors,Cycling,Pinnacle,170.38,481.79
321,CoastalGear Everyday Cycling 8,Sports & Outdoors,Cycling,CoastalGear,61.75,99.56
322,Basecamp Compact Cycling 9,Sports & Outdoors,Cycling,Basecamp,34.92,77.11
323,Basecamp Ultra Cycling 10,Sports & Outdoors,Cycling,Basecamp,92.05,270.02
324,Lumen Essential Cycling 11,Sports & Outdoors,Cycling,Lumen,73.88,205.92
325,Meridian Pro Cycling 12,Sports & Outdoors,Cycling,Meridian,84.92,146.45
326,Lumen Compact Cycling 13,Sports & Outdoors,Cycling,Lumen,104.92,286.98
327,CoastalGear Essential Building Set 1,Toys & Games,Building Sets,CoastalGear,75.29,236.86
328,Sable & Co Deluxe Building Set 2,Toys & Games,Building Sets,Sable & Co,150.44,462.1
329,Northgate Compact Building Set 3,Toys & Games,Building Sets,Northgate,152.63,303.63
330,Willowbrook Compact Building Set 4,Toys & Games,Building Sets,Willowbrook,96.22,214.88
331,CoastalGear Signature Building Set 5,Toys & Games,Building Sets,CoastalGear,43.0,122.4
332,Northgate Essential Building Set 6,Toys & Games,Building Sets,Northgate,97.39,186.04
333,Lumen Signature Building Set 7,Toys & Games,Building Sets,Lumen,132.02,384.22
334,Sable & Co Ultra Building Set 8,Toys & Games,Building Sets,Sable & Co,22.09,44.39
335,Sable & Co Classic Building Set 9,Toys & Games,Building Sets,Sable & Co,137.8,365.01
336,Sable & Co Deluxe Building Set 10,Toys & Games,Building Sets,Sable & Co,85.66,214.32
337,Willowbrook Deluxe Building Set 11,Toys & Games,Building Sets,Willowbrook,123.88,373.04
338,Crestline Signature Building Set 12,Toys & Games,Building Sets,Crestline,156.11,406.44
339,Sable & Co Deluxe Building Set 13,Toys & Games,Building Sets,Sable & Co,16.02,36.97
340,CoastalGear Everyday Building Set 14,Toys & Games,Building Sets,CoastalGear,108.09,233.81
341,Northgate Everyday Building Set 15,Toys & Games,Building Sets,Northgate,85.27,141.56
342,Lumen Everyday Building Set 16,Toys & Games,Building Sets,Lumen,17.5,52.2
343,Northgate Compact Building Set 17,Toys & Games,Building Sets,Northgate,85.44,212.48
344,Basecamp Pro Building Set 18,Toys & Games,Building Sets,Basecamp,83.15,240.78
345,Pinnacle Signature Board Game 1,Toys & Games,Board Games,Pinnacle,110.48,265.39
346,Aurora Deluxe Board Game 2,Toys & Games,Board Games,Aurora,22.22,67.52
347,Lumen Essential Board Game 3,Toys & Games,Board Games,Lumen,92.8,174.1
348,Pinnacle Deluxe Board Game 4,Toys & Games,Board Games,Pinnacle,178.41,435.05
349,Willowbrook Classic Board Game 5,Toys & Games,Board Games,Willowbrook,68.05,208.82
350,Meridian Compact Board Game 6,Toys & Games,Board Games,Meridian,140.31,376.91
351,Aurora Signature Board Game 7,Toys & Games,Board Games,Aurora,15.6,27.32
352,Crestline Compact Board Game 8,Toys & Games,Board Games,Crestline,54.01,148.96
353,Crestline Classic Board Game 9,Toys & Games,Board Games,Crestline,62.67,158.7
354,Sable & Co Signature Board Game 10,Toys & Games,Board Games,Sable & Co,58.6,155.27
355,Crestline Compact Board Game 11,Toys & Games,Board Games,Crestline,26.7,73.0
356,Northgate Everyday Board Game 12,Toys & Games,Board Games,Northgate,102.37,269.19
357,Lumen Classic Board Game 13,Toys & Games,Board Games,Lumen,121.94,356.84
358,Basecamp Essential Board Game 14,Toys & Games,Board Games,Basecamp,117.7,268.06
359,Lumen Pro Board Game 15,Toys & Games,Board Games,Lumen,67.82,128.07
360,Pinnacle Signature Board Game 16,Toys & Games,Board Games,Pinnacle,170.79,406.14
361,Pinnacle Classic Board Game 17,Toys & Games,Board Games,Pinnacle,31.27,64.83
362,Northgate Pro Board Game 18,Toys & Games,Board Games,Northgate,120.5,361.77
363,Willowbrook Classic Board Game 19,Toys & Games,Board Games,Willowbrook,109.12,201.52
364,Sable & Co Classic Board Game 20,Toys & Games,Board Games,Sable & Co,130.93,218.64
365,Lumen Ultra Board Game 21,Toys & Games,Board Games,Lumen,174.65,450.06
366,Basecamp Deluxe Board Game 22,Toys & Games,Board Games,Basecamp,45.18,89.58
367,Pinnacle Signature Outdoor Play 1,Toys & Games,Outdoor Play,Pinnacle,123.38,310.01
368,Trailhead Deluxe Outdoor Play 2,Toys & Games,Outdoor Play,Trailhead,139.42,396.65
369,Vantage Compact Outdoor Play 3,Toys & Games,Outdoor Play,Vantage,174.06,506.0
370,Willowbrook Classic Outdoor Play 4,Toys & Games,Outdoor Play,Willowbrook,157.65,265.4
371,Trailhead Signature Outdoor Play 5,Toys & Games,Outdoor Play,Trailhead,101.6,179.24
372,Vantage Essential Outdoor Play 6,Toys & Games,Outdoor Play,Vantage,54.17,152.81
373,CoastalGear Deluxe Outdoor Play 7,Toys & Games,Outdoor Play,CoastalGear,163.33,299.83
374,Meridian Essential Outdoor Play 8,Toys & Games,Outdoor Play,Meridian,170.57,333.51
375,Trailhead Signature Outdoor Play 9,Toys & Games,Outdoor Play,Trailhead,167.76,379.78
376,Meridian Signature Outdoor Play 10,Toys & Games,Outdoor Play,Meridian,45.5,145.2
377,Lumen Ultra Outdoor Play 11,Toys & Games,Outdoor Play,Lumen,8.96,27.68
378,Basecamp Signature Outdoor Play 12,Toys & Games,Outdoor Play,Basecamp,143.28,260.79
379,CoastalGear Deluxe Outdoor Play 13,Toys & Games,Outdoor Play,CoastalGear,126.51,230.51
380,Basecamp Deluxe Outdoor Play 14,Toys & Games,Outdoor Play,Basecamp,82.95,133.42
381,Northgate Pro Outdoor Play 15,Toys & Games,Outdoor Play,Northgate,49.04,143.98
382,Vantage Compact Outdoor Play 16,Toys & Games,Outdoor Play,Vantage,23.57,48.58
383,CoastalGear Essential Outdoor Play 17,Toys & Games,Outdoor Play,CoastalGear,12.4,28.17
384,Willowbrook Deluxe Outdoor Play 18,Toys & Games,Outdoor Play,Willowbrook,15.05,44.23
385,Trailhead Pro Outdoor Play 19,Toys & Games,Outdoor Play,Trailhead,115.22,290.36
